"20:26:59",0,0.1282997645,
"20:27:00",0,0.1295690925,
"20:27:01",0,0.1295690925,
"20:27:02",0,0.1295690925,
"20:27:03",0,0.1295690925,
"20:27:04",0,0.1296016393,
"20:27:06",0,0.1296016393,
"20:27:07",0,0.1296016393,
"20:27:08",0,0.1296016393,
"20:27:09",0,0.1296016393,
"20:27:10",0,0.1296016393,
"20:27:11",0,0.1296016393,
"20:27:12",0,0.1296016393,
"20:27:13",0,0.1296016393,
"20:27:14",0,0.1296016393,
"20:27:15",0,0.1296016393,
"20:27:17",0,0.1296016393,
"20:27:18",0,0.1296016393,
"20:27:19",20,0.1296016393,
"20:27:20",0,0.1296016393,
"20:27:21",0,0.1296016393,
"20:27:22",0,0.1296016393,
"20:27:23",0,0.1296016393,
"20:27:24",0,0.1296016393,
"20:27:25",0,0.1296016393,
"20:27:26",0,0.1296016393,
"20:27:28",0,0.1296016393,
"20:27:29",0,0.1296016393,
"20:27:30",0,0.1296016393,
"20:27:31",0,0.1296016393,
"20:27:32",0,0.1296016393,
"20:27:33",0,0.1296016393,
"20:27:34",0,0.1335072638,"28 node join"
"20:27:35",0,0.1335398107,
"20:27:36",0,0.1335398107,
"20:27:37",0,0.1335398107,
"20:27:39",0,0.1335398107,
"20:27:40",0,0.1335723576,
"20:27:41",0,0.1335723576,
"20:27:42",0,0.1335723576,
"20:27:43",0,0.1335723576,
"20:27:44",0,0.1335723576,
"20:27:45",0,0.1335723576,
"20:27:46",0,0.1335723576,
"20:27:47",0,0.1335723576,
"20:27:48",0,0.1335723576,
"20:27:50",0,0.1335723576,
"20:27:51",0,0.1335723576,
"20:27:52",0,0.1335723576,
"20:27:53",0,0.1335723576,
"20:27:54",0,0.1335723576,
"20:27:55",10,0.1335723576,
"20:27:56",0,0.1335723576,
"20:27:57",0,0.1335723576,
"20:27:58",0,0.1335723576,
"20:27:59",0,0.1335723576,
"20:28:01",0,0.1335723576,
"20:28:02",0,0.1335723576,
"20:28:03",0,0.1335723576,
"20:28:04",0,0.1335723576,
"20:28:05",0,0.1335723576,
"20:28:06",0,0.1335723576,
"20:28:07",0,0.1335723576,
"20:28:08",0,0.1335723576,
"20:28:09",0,0.1335723576,
"20:28:10",0,0.1335723576,
"20:28:12",0,0.1335723576,
"20:28:13",0,0.1335723576,
"20:28:14",0,0.1335723576,
"20:28:15",0,0.1335723576,
"20:28:16",0,0.1335723576,
"20:28:17",0,0.1335723576,
"20:28:18",0,0.1335723576,
"20:28:19",0,0.1335723576,
"20:28:20",0,0.1335723576,
"20:28:21",0,0.1335723576,
"20:28:23",0,0.1335723576,
"20:28:24",0,0.1335723576,
"20:28:25",0,0.1335723576,
"20:28:26",0,0.1335723576,
"20:28:27",0,0.1335723576,
"20:28:28",0,0.1335723576,
"20:28:29",0,0.1335723576,
"20:28:30",0,0.1335723576,
"20:28:31",0,0.1335723576,
"20:28:32",0,0.1335723576,
"20:28:34",0,0.1335723576,
"20:28:35",0,0.1335723576,
"20:28:36",0,0.1335723576,
"20:28:37",0,0.1335723576,
"20:28:38",0,0.1335723576,
"20:28:39",0,0.1335723576,
"20:28:40",0,0.1335723576,
"20:28:41",0,0.1335723576,
"20:28:42",0,0.1335723576,
"20:28:43",0,0.1335723576,
"20:28:45",0,0.1335723576,
"20:28:46",0,0.1335723576,
"20:28:47",0,0.1335723576,
"20:28:48",0,0.1335723576,
"20:28:49",0,0.1335723576,
"20:28:50",0,0.1335723576,
"20:28:51",0,0.1335723576,
"20:28:52",0,0.1335723576,
"20:28:53",0,0.1335723576,
"20:28:54",0,0.1335723576,
"20:28:56",0,0.1335723576,
"20:28:57",0,0.1335723576,
"20:28:58",0,0.1335723576,
"20:28:59",0,0.1335723576,
"20:29:00",0,0.1335723576,
"20:29:01",0,0.1335723576,
"20:29:02",0,0.1335723576,
"20:29:03",0,0.1335723576,
"20:29:04",0,0.1335723576,
"20:29:05",0,0.1335723576,
"20:29:07",0,0.1335723576,
"20:29:08",0,0.1335723576,
"20:29:09",0,0.1335723576,
"20:29:10",0,0.1335723576,
"20:29:11",0,0.1335723576,
"20:29:12",0,0.1335723576,
"20:29:13",0,0.1335723576,
"20:29:14",0,0.1335723576,
"20:29:15",0,0.1335723576,
"20:29:16",0,0.1335723576,
"20:29:18",0,0.1335723576,
"20:29:19",0,0.1335723576,
"20:29:20",0,0.1335723576,
"20:29:21",0,0.1335723576,
"20:29:22",0,0.1335723576,
"20:29:23",0,0.1335723576,
"20:29:24",0,0.1335723576,
"20:29:25",0,0.1335723576,
"20:29:26",0,0.1335723576,
"20:29:27",0,0.1335723576,
"20:29:29",0,0.1335723576,
"20:29:30",0,0.1335723576,
"20:29:31",0,0.1335723576,
"20:29:32",0,0.1335723576,
"20:29:33",0,0.1335723576,
"20:29:34",0,0.1335723576,
"20:29:35",0,0.1335723576,
"20:29:36",0,0.1335723576,
"20:29:37",0,0.1335723576,
"20:29:38",0,0.1335723576,
"20:29:40",0,0.1335723576,
"20:29:41",0,0.1335723576,
"20:29:42",0,0.1335723576,
"20:29:43",0,0.1335723576,
